Date,Hour,Station,Latitude,Longitude,Trip_Count,Available_Bikes,Avg_Trip_Duration_Min,Station_Utilisation_Pct,Avg_Temperature_C,Vehicle_Type
2026-01-01,11,Guindy Station,13.0067,80.2206,10,8,23.4,58.3,27.4,Car
2026-01-01,11,T Nagar Station,13.0418,80.2341,15,20,26.7,39.5,33.0,Car
2026-01-01,11,Adyar Station,13.0012,80.2565,12,27,16.2,28.7,30.3,Car
2026-01-01,11,Velachery Station,12.9815,80.218,18,29,30.6,40.3,29.1,Bike
2026-01-01,11,Anna Nagar Station,13.085,80.2101,27,21,31.5,57.3,27.1,Bike
2026-01-01,11,Egmore Station,13.0732,80.2609,15,18,26.8,47.5,27.8,Bike
2026-01-01,11,Tambaram Station,12.9249,80.1,10,14,20.5,46.1,28.8,Bike
2026-01-01,11,Porur Station,13.038,80.1565,10,17,13.8,42.8,28.1,Car
2026-01-01,11,OMR Station,12.9352,80.23,12,23,33.5,35.8,33.9,Bike
2026-01-01,12,Central Station,13.0827,80.2707,19,15,17.0,63.1,23.8,Bike
2026-01-01,12,Guindy Station,13.0067,80.2206,12,5,18.2,65.1,31.8,Bike
2026-01-01,12,T Nagar Station,13.0418,80.2341,18,23,18.1,44.3,32.5,Car
2026-01-01,12,Adyar Station,13.0012,80.2565,12,29,16.5,40.6,30.7,Bike
2026-01-01,12,Velachery Station,12.9815,80.218,10,20,36.7,35.2,30.1,Car
2026-01-01,12,Anna Nagar Station,13.085,80.2101,16,24,30.8,35.8,27.7,Bike
2026-01-01,12,Egmore Station,13.0732,80.2609,15,7,14.6,58.6,30.6,Car
2026-01-01,12,Tambaram Station,12.9249,80.1,20,4,34.3,77.2,30.1,Bike
2026-01-01,12,Porur Station,13.038,80.1565,7,16,23.9,21.9,33.6,Car
2026-01-01,12,OMR Station,12.9352,80.23,17,5,32.7,78.4,28.0,Bike
2026-01-01,13,Central Station,13.0827,80.2707,9,9,24.3,54.6,31.9,Bike
2026-01-01,13,Guindy Station,13.0067,80.2206,13,16,18.5,38.0,31.1,Bike
2026-01-01,13,T Nagar Station,13.0418,80.2341,3,32,21.9,10.0,28.7,Car
2026-01-01,13,Adyar Station,13.0012,80.2565,19,7,32.1,70.3,37.1,Bike
2026-01-01,13,Velachery Station,12.9815,80.218,14,22,30.1,40.1,31.9,Car
2026-01-01,13,Anna Nagar Station,13.085,80.2101,11,31,34.1,27.4,28.1,Bike
2026-01-01,13,Egmore Station,13.0732,80.2609,4,29,33.3,21.7,30.2,Car
2026-01-01,13,Tambaram Station,12.9249,80.1,12,24,29.6,35.3,29.4,Bike
2026-01-01,13,Porur Station,13.038,80.1565,16,14,14.4,55.2,26.7,Bike
2026-01-01,13,OMR Station,12.9352,80.23,7,23,31.5,16.5,31.0,Car
2026-01-01,14,Central Station,13.0827,80.2707,15,24,20.1,46.9,36.6,Bike
2026-01-01,14,Guindy Station,13.0067,80.2206,15,16,8.0,45.3,28.7,Bike
2026-01-01,14,T Nagar Station,13.0418,80.2341,11,20,24.3,34.9,28.8,Car
2026-01-01,14,Adyar Station,13.0012,80.2565,18,17,24.2,50.1,22.6,Bike
2026-01-01,14,Velachery Station,12.9815,80.218,22,15,22.3,63.8,30.9,Bike
2026-01-01,14,Anna Nagar Station,13.085,80.2101,13,22,30.3,33.1,26.8,Bike
2026-01-01,14,Egmore Station,13.0732,80.2609,17,24,25.6,37.6,28.4,Car
2026-01-01,14,Tambaram Station,12.9249,80.1,11,13,21.3,41.5,29.5,Bike
2026-01-01,14,Porur Station,13.038,80.1565,15,15,33.7,48.1,27.5,Bike
2026-01-01,14,OMR Station,12.9352,80.23,6,11,12.5,28.3,31.2,Bike
2026-01-01,15,Central Station,13.0827,80.2707,8,16,8.1,34.2,32.2,Car
2026-01-01,15,Guindy Station,13.0067,80.2206,14,27,29.3,38.2,31.2,Bike
2026-01-01,15,T Nagar Station,13.0418,80.2341,6,17,27.8,21.5,31.4,Bike
2026-01-01,15,Adyar Station,13.0012,80.2565,15,9,17.7,56.8,30.3,Bike
2026-01-01,15,Velachery Station,12.9815,80.218,6,29,32.7,14.1,31.8,Bike
2026-01-01,15,Anna Nagar Station,13.085,80.2101,17,8,16.8,59.1,26.4,Car
2026-01-01,15,Egmore Station,13.0732,80.2609,16,14,23.0,53.8,29.0,Bike
2026-01-01,15,Tambaram Station,12.9249,80.1,13,6,28.9,70.4,28.2,Bike
2026-01-01,15,Porur Station,13.038,80.1565,11,22,12.0,32.1,33.4,Bike
2026-01-01,15,OMR Station,12.9352,80.23,22,16,39.5,48.6,32.5,Bike
2026-01-01,16,Central Station,13.0827,80.2707,10,23,24.7,18.9,33.8,Bike
2026-01-01,16,Guindy Station,13.0067,80.2206,16,18,21.2,47.0,32.7,Bike
2026-01-01,16,T Nagar Station,13.0418,80.2341,12,5,29.0,70.9,28.1,Bike
2026-01-01,16,Adyar Station,13.0012,80.2565,16,18,20.4,53.5,28.2,Bike
2026-01-01,16,Velachery Station,12.9815,80.218,22,28,20.7,50.9,32.5,Bike
2026-01-01,16,Anna Nagar Station,13.085,80.2101,18,12,26.5,54.1,27.5,Bike
2026-01-01,16,Egmore Station,13.0732,80.2609,18,10,25.5,76.5,29.9,Bike
2026-01-01,16,Tambaram Station,12.9249,80.1,13,7,29.1,71.0,31.5,Bike
2026-01-01,16,Porur Station,13.038,80.1565,18,10,20.4,62.6,28.1,Bike
2026-01-01,16,OMR Station,12.9352,80.23,8,13,31.7,30.2,33.7,Bike
2026-01-01,17,Central Station,13.0827,80.2707,18,27,12.4,32.2,21.1,Car
2026-01-01,17,Guindy Station,13.0067,80.2206,26,20,13.3,60.5,29.0,Bike
2026-01-01,17,T Nagar Station,13.0418,80.2341,20,22,27.6,59.0,24.6,Car
2026-01-01,17,Adyar Station,13.0012,80.2565,30,12,24.4,64.6,23.8,Car
2026-01-01,17,Velachery Station,12.9815,80.218,32,7,20.2,73.8,31.6,Bike
2026-01-01,17,Anna Nagar Station,13.085,80.2101,23,19,31.6,62.7,29.4,Bike
2026-01-01,17,Egmore Station,13.0732,80.2609,14,17,18.6,52.2,29.9,Car
2026-01-01,17,Tambaram Station,12.9249,80.1,32,24,31.2,53.6,27.3,Bike
2026-01-01,17,Porur Station,13.038,80.1565,20,5,23.1,80.7,32.4,Bike
2026-01-01,17,OMR Station,12.9352,80.23,16,27,17.4,28.7,26.8,Bike
2026-01-01,18,Central Station,13.0827,80.2707,23,3,36.4,89.6,31.7,Bike
2026-01-01,18,Guindy Station,13.0067,80.2206,14,23,23.3,31.4,34.8,Bike
2026-01-01,18,T Nagar Station,13.0418,80.2341,14,29,27.3,29.8,30.7,Car
2026-01-01,18,Adyar Station,13.0012,80.2565,32,17,23.1,76.1,31.5,Bike
2026-01-01,18,Velachery Station,12.9815,80.218,28,13,22.4,73.8,33.0,Car
2026-01-01,18,Anna Nagar Station,13.085,80.2101,24,18,27.9,56.8,21.8,Bike
2026-01-01,18,Egmore Station,13.0732,80.2609,28,6,19.5,77.8,32.0,Bike
2026-01-01,18,Tambaram Station,12.9249,80.1,29,20,25.8,61.1,22.4,Bike
2026-01-01,18,Porur Station,13.038,80.1565,31,3,32.5,86.3,32.7,Bike
2026-01-01,18,OMR Station,12.9352,80.23,18,24,23.2,38.6,31.6,Bike
2026-01-01,19,Central Station,13.0827,80.2707,49,11,22.0,94.5,29.2,Bike
2026-01-01,19,Guindy Station,13.0067,80.2206,16,14,36.4,48.6,36.4,Bike
2026-01-01,19,T Nagar Station,13.0418,80.2341,47,1,30.8,89.1,32.9,Bike
2026-01-01,19,Adyar Station,13.0012,80.2565,37,13,22.4,75.9,31.3,Car
2026-01-01,19,Velachery Station,12.9815,80.218,24,26,27.2,49.3,31.7,Bike
2026-01-01,19,Anna Nagar Station,13.085,80.2101,30,22,25.5,51.4,37.3,Bike
2026-01-01,19,Egmore Station,13.0732,80.2609,35,14,31.4,70.4,26.6,Car
2026-01-01,19,Tambaram Station,12.9249,80.1,46,5,30.2,96.9,33.4,Bike
2026-01-01,19,Porur Station,13.038,80.1565,30,22,32.9,64.9,23.8,Car
2026-01-01,19,OMR Station,12.9352,80.23,17,20,31.3,32.7,31.7,Car
2026-01-01,20,Central Station,13.0827,80.2707,15,6,24.3,71.3,27.8,Bike
2026-01-01,20,Guindy Station,13.0067,80.2206,18,7,11.7,62.7,28.6,Car
2026-01-01,20,T Nagar Station,13.0418,80.2341,26,24,15.5,48.8,31.9,Bike
2026-01-01,20,Adyar Station,13.0012,80.2565,28,25,19.4,52.3,29.7,Bike
2026-01-01,20,Velachery Station,12.9815,80.218,28,2,24.5,91.3,29.2,Car
2026-01-01,20,Anna Nagar Station,13.085,80.2101,19,25,32.4,50.3,27.8,Bike
2026-01-01,20,Egmore Station,13.0732,80.2609,11,28,28.4,17.0,26.9,Bike
2026-01-01,20,Tambaram Station,12.9249,80.1,21,26,22.7,40.4,29.8,Bike
2026-01-01,20,Porur Station,13.038,80.1565,29,4,19.6,91.4,26.3,Bike
2026-01-01,20,OMR Station,12.9352,80.23,36,1,24.3,100.0,26.1,Bike
2026-01-01,21,Central Station,13.0827,80.2707,15,19,36.1,48.8,30.8,Car
2026-01-01,21,Guindy Station,13.0067,80.2206,7,26,18.8,26.3,34.1,Bike
2026-01-01,21,T Nagar Station,13.0418,80.2341,14,13,23.3,50.0,27.0,Bike
2026-01-01,21,Adyar Station,13.0012,80.2565,20,14,26.8,59.8,29.6,Bike
2026-01-01,21,Velachery Station,12.9815,80.218,9,7,39.1,54.3,27.5,Bike
2026-01-01,21,Anna Nagar Station,13.085,80.2101,11,19,26.0,37.5,30.7,Bike
2026-01-01,21,Egmore Station,13.0732,80.2609,21,23,30.8,53.7,24.9,Bike
2026-01-01,21,Tambaram Station,12.9249,80.1,26,20,18.8,64.3,29.3,Bike
2026-01-01,21,Porur Station,13.038,80.1565,1,13,8.6,13.6,29.8,Bike
2026-01-01,21,OMR Station,12.9352,80.23,3,17,29.1,13.9,26.1,Car
2026-01-01,22,Central Station,13.0827,80.2707,15,30,34.8,37.8,28.9,Bike
2026-01-01,22,Guindy Station,13.0067,80.2206,7,17,22.4,23.4,37.2,Bike
2026-01-01,22,T Nagar Station,13.0418,80.2341,15,21,15.7,44.9,33.5,Bike
2026-01-01,22,Adyar Station,13.0012,80.2565,6,19,14.6,32.2,34.0,Bike
2026-01-01,22,Velachery Station,12.9815,80.218,11,26,14.0,21.8,31.2,Car
2026-01-01,22,Anna Nagar Station,13.085,80.2101,21,19,21.3,64.9,28.0,Bike
2026-01-01,22,Egmore Station,13.0732,80.2609,16,22,27.3,40.8,28.3,Car
2026-01-01,22,Tambaram Station,12.9249,80.1,26,20,23.8,62.4,27.5,Car
2026-01-01,22,Porur Station,13.038,80.1565,2,19,24.3,10.0,26.2,Car
2026-01-01,22,OMR Station,12.9352,80.23,19,12,27.9,68.3,32.3,Bike
2026-01-02,6,Central Station,13.0827,80.2707,15,12,34.7,59.0,30.7,Bike
2026-01-02,6,Guindy Station,13.0067,80.2206,24,8,20.3,78.3,35.4,Bike
2026-01-02,6,T Nagar Station,13.0418,80.2341,14,15,20.8,45.0,28.0,Car
2026-01-02,6,Adyar Station,13.0012,80.2565,21,24,20.0,49.2,23.5,Bike
2026-01-02,6,Velachery Station,12.9815,80.218,7,27,20.7,26.0,29.2,Bike
2026-01-02,6,Anna Nagar Station,13.085,80.2101,25,20,29.3,71.1,30.5,Bike
2026-01-02,6,Egmore Station,13.0732,80.2609,18,6,20.8,66.8,27.8,Bike
2026-01-02,6,Tambaram Station,12.9249,80.1,11,25,8.0,27.4,30.7,Bike
2026-01-02,6,Porur Station,13.038,80.1565,23,15,32.9,60.4,33.0,Bike
2026-01-02,6,OMR Station,12.9352,80.23,22,21,36.6,45.4,30.5,Bike
2026-01-02,7,Central Station,13.0827,80.2707,19,6,34.8,75.8,30.9,Bike
2026-01-02,7,Guindy Station,13.0067,80.2206,5,15,19.4,20.6,30.8,Bike
2026-01-02,7,T Nagar Station,13.0418,80.2341,26,22,30.0,58.4,33.2,Bike
2026-01-02,7,Adyar Station,13.0012,80.2565,30,14,36.5,66.7,30.6,Bike
2026-01-02,7,Velachery Station,12.9815,80.218,28,5,28.4,83.9,30.8,Bike
2026-01-02,7,Anna Nagar Station,13.085,80.2101,24,19,35.3,56.5,30.9,Car
2026-01-02,7,Egmore Station,13.0732,80.2609,21,7,26.1,80.5,26.4,Bike
2026-01-02,7,Tambaram Station,12.9249,80.1,17,7,37.4,70.3,29.4,Bike
2026-01-02,7,Porur Station,13.038,80.1565,21,28,27.5,43.8,30.8,Bike
2026-01-02,7,OMR Station,12.9352,80.23,38,0,36.7,99.7,30.5,Car
2026-01-02,8,Central Station,13.0827,80.2707,27,11,20.4,69.8,32.4,Bike
2026-01-02,8,Guindy Station,13.0067,80.2206,27,13,23.0,66.0,33.6,Car
2026-01-02,8,T Nagar Station,13.0418,80.2341,20,23,12.5,50.9,23.0,Bike
2026-01-02,8,Adyar Station,13.0012,80.2565,41,7,23.8,93.6,32.5,Bike
2026-01-02,8,Velachery Station,12.9815,80.218,50,2,24.2,83.7,36.4,Bike
2026-01-02,8,Anna Nagar Station,13.085,80.2101,34,13,15.7,84.0,31.7,Bike
2026-01-02,8,Egmore Station,13.0732,80.2609,26,11,30.9,69.0,30.7,Car
2026-01-02,8,Tambaram Station,12.9249,80.1,39,16,14.1,70.7,26.6,Bike
2026-01-02,8,Porur Station,13.038,80.1565,50,0,25.4,95.9,30.0,Bike
2026-01-02,8,OMR Station,12.9352,80.23,13,28,12.9,26.4,29.7,Car
2026-01-02,9,Central Station,13.0827,80.2707,32,23,25.6,55.3,31.1,Car
2026-01-02,9,Guindy Station,13.0067,80.2206,54,0,23.5,100.0,22.7,Bike
2026-01-02,9,T Nagar Station,13.0418,80.2341,40,19,26.7,74.4,30.8,Bike
2026-01-02,9,Adyar Station,13.0012,80.2565,29,25,29.3,49.4,26.3,Bike
2026-01-02,9,Velachery Station,12.9815,80.218,27,18,18.2,57.2,30.8,Bike
2026-01-02,9,Anna Nagar Station,13.085,80.2101,23,3,18.9,100.0,23.8,Bike
2026-01-02,9,Egmore Station,13.0732,80.2609,26,11,35.4,67.5,25.4,Bike
2026-01-02,9,Tambaram Station,12.9249,80.1,18,20,13.2,40.2,23.8,Bike
2026-01-02,9,Porur Station,13.038,80.1565,44,2,32.4,87.5,31.2,Bike
2026-01-02,9,OMR Station,12.9352,80.23,31,8,36.0,74.0,27.4,Bike
2026-01-02,10,Central Station,13.0827,80.2707,19,7,22.5,74.1,27.7,Bike
2026-01-02,10,Guindy Station,13.0067,80.2206,22,27,38.8,51.0,25.9,Car
2026-01-02,10,T Nagar Station,13.0418,80.2341,4,28,19.6,15.3,29.7,Bike
2026-01-02,10,Adyar Station,13.0012,80.2565,30,24,14.1,43.9,28.0,Bike
2026-01-02,10,Velachery Station,12.9815,80.218,35,23,29.5,57.1,30.3,Bike
2026-01-02,10,Anna Nagar Station,13.085,80.2101,18,18,26.5,43.8,29.6,Bike
2026-01-02,10,Egmore Station,13.0732,80.2609,10,6,17.8,54.8,25.9,Bike
2026-01-02,10,Tambaram Station,12.9249,80.1,7,28,12.8,22.2,27.9,Bike
2026-01-02,10,Porur Station,13.038,80.1565,16,20,8.0,44.9,29.2,Bike
2026-01-02,10,OMR Station,12.9352,80.23,24,17,26.3,61.4,27.9,Bike
2026-01-02,11,Central Station,13.0827,80.2707,9,22,17.7,29.5,31.1,Car
2026-01-02,11,Guindy Station,13.0067,80.2206,6,19,29.7,25.4,29.2,Car
2026-01-02,11,T Nagar Station,13.0418,80.2341,12,6,22.7,58.8,29.6,Bike
2026-01-02,11,Adyar Station,13.0012,80.2565,13,16,27.4,48.5,28.1,Bike
2026-01-02,11,Velachery Station,12.9815,80.218,19,21,32.5,53.2,23.5,Bike
2026-01-02,11,Anna Nagar Station,13.085,80.2101,13,27,23.3,29.5,24.3,Bike
2026-01-02,11,Egmore Station,13.0732,80.2609,9,11,30.0,43.1,30.0,Bike
2026-01-02,11,Tambaram Station,12.9249,80.1,7,25,18.8,24.3,26.4,Car
2026-01-02,11,Porur Station,13.038,80.1565,13,10,22.4,46.8,37.6,Bike
2026-01-02,11,OMR Station,12.9352,80.23,8,32,22.8,26.8,28.3,Bike
2026-01-02,12,Central Station,13.0827,80.2707,4,32,31.2,10.0,29.4,Bike
2026-01-02,12,Guindy Station,13.0067,80.2206,17,6,20.8,72.0,31.2,Bike
2026-01-02,12,T Nagar Station,13.0418,80.2341,2,12,12.7,16.8,29.2,Bike
2026-01-02,12,Adyar Station,13.0012,80.2565,19,4,25.2,74.6,28.3,Car
2026-01-02,12,Velachery Station,12.9815,80.218,19,4,19.8,77.9,23.0,Bike
2026-01-02,12,Anna Nagar Station,13.085,80.2101,18,21,18.7,43.1,29.3,Bike
2026-01-02,12,Egmore Station,13.0732,80.2609,17,5,28.0,73.3,33.4,Bike
2026-01-02,12,Tambaram Station,12.9249,80.1,11,30,32.4,28.2,27.4,Bike
2026-01-02,12,Porur Station,13.038,80.1565,15,5,33.2,70.7,26.9,Bike
2026-01-02,12,OMR Station,12.9352,80.23,15,30,21.4,33.6,30.3,Bike
2026-01-02,13,Central Station,13.0827,80.2707,19,13,31.5,55.2,30.1,Bike
2026-01-02,13,Guindy Station,13.0067,80.2206,23,23,16.3,51.6,29.0,Bike
2026-01-02,13,T Nagar Station,13.0418,80.2341,20,5,29.7,73.9,32.9,Car
2026-01-02,13,Adyar Station,13.0012,80.2565,13,16,26.0,46.7,34.3,Bike
2026-01-02,13,Velachery Station,12.9815,80.218,17,27,18.4,38.2,29.2,Bike
2026-01-02,13,Anna Nagar Station,13.085,80.2101,18,26,13.6,36.0,24.2,Bike
2026-01-02,13,Egmore Station,13.0732,80.2609,1,25,24.5,10.0,30.1,Bike
2026-01-02,13,Tambaram Station,12.9249,80.1,10,5,23.9,69.4,30.5,Bike
2026-01-02,13,Porur Station,13.038,80.1565,12,15,21.0,49.9,26.9,Car
2026-01-02,13,OMR Station,12.9352,80.23,11,24,19.7,37.4,29.7,Car
2026-01-02,14,Central Station,13.0827,80.2707,11,6,28.5,68.6,32.9,Bike
2026-01-02,14,Guindy Station,13.0067,80.2206,6,25,9.3,16.0,31.5,Bike
2026-01-02,14,T Nagar Station,13.0418,80.2341,16,24,18.7,37.9,26.0,Bike
2026-01-02,14,Adyar Station,13.0012,80.2565,19,26,21.9,41.1,28.5,Bike
2026-01-02,14,Velachery Station,12.9815,80.218,13,22,34.9,33.1,29.5,Bike
2026-01-02,14,Anna Nagar Station,13.085,80.2101,17,21,20.5,39.0,28.9,Bike
2026-01-02,14,Egmore Station,13.0732,80.2609,5,32,23.1,16.6,31.6,Bike
2026-01-02,14,Tambaram Station,12.9249,80.1,16,23,16.4,39.3,30.3,Bike
2026-01-02,14,Porur Station,13.038,80.1565,19,28,30.1,34.2,30.5,Bike
2026-01-02,14,OMR Station,12.9352,80.23,20,24,18.0,46.2,24.2,Bike
2026-01-02,15,Central Station,13.0827,80.2707,17,21,12.8,41.3,22.8,Bike
2026-01-02,15,Guindy Station,13.0067,80.2206,13,29,26.3,32.0,28.4,Bike
2026-01-02,15,T Nagar Station,13.0418,80.2341,4,26,17.0,15.1,29.9,Bike
2026-01-02,15,Adyar Station,13.0012,80.2565,10,18,17.3,31.5,26.7,Bike
2026-01-02,15,Velachery Station,12.9815,80.218,10,13,29.0,40.8,29.5,Bike
2026-01-02,15,Anna Nagar Station,13.085,80.2101,13,4,16.1,75.6,29.8,Bike
2026-01-02,15,Egmore Station,13.0732,80.2609,13,10,27.6,62.3,28.4,Car
2026-01-02,15,Tambaram Station,12.9249,80.1,18,28,15.2,36.3,26.3,Bike
2026-01-02,15,Porur Station,13.038,80.1565,11,22,21.8,30.3,34.4,Bike
2026-01-02,15,OMR Station,12.9352,80.23,1,8,24.4,16.2,22.6,Car
2026-01-02,16,Central Station,13.0827,80.2707,14,9,24.6,59.7,33.0,Bike
2026-01-02,16,Guindy Station,13.0067,80.2206,16,19,23.0,54.6,26.4,Bike
2026-01-02,16,T Nagar Station,13.0418,80.2341,22,11,24.4,56.0,29.4,Car
2026-01-02,16,Adyar Station,13.0012,80.2565,8,29,35.4,23.4,27.0,Bike
2026-01-02,16,Velachery Station,12.9815,80.218,14,29,13.1,34.4,34.3,Bike
2026-01-02,16,Anna Nagar Station,13.085,80.2101,7,25,30.2,19.3,33.1,Bike
2026-01-02,16,Egmore Station,13.0732,80.2609,18,13,17.9,58.6,25.2,Bike
2026-01-02,16,Tambaram Station,12.9249,80.1,19,25,31.6,37.5,31.1,Car
2026-01-02,16,Porur Station,13.038,80.1565,20,14,18.1,60.7,26.1,Bike
2026-01-02,16,OMR Station,12.9352,80.23,18,3,15.0,85.2,28.5,Bike
2026-01-02,17,Central Station,13.0827,80.2707,30,5,15.9,87.4,27.9,Bike
2026-01-02,17,Guindy Station,13.0067,80.2206,11,25,23.7,25.9,33.0,Car
2026-01-02,17,T Nagar Station,13.0418,80.2341,20,27,42.1,40.0,31.2,Bike
2026-01-02,17,Adyar Station,13.0012,80.2565,14,23,21.9,39.2,31.7,Bike
2026-01-02,17,Velachery Station,12.9815,80.218,12,30,24.8,26.3,28.6,Bike
2026-01-02,17,Anna Nagar Station,13.085,80.2101,8,14,21.1,32.4,31.3,Bike
2026-01-02,17,Egmore Station,13.0732,80.2609,37,9,27.6,82.5,29.4,Bike
2026-01-02,17,Tambaram Station,12.9249,80.1,34,1,26.1,94.8,30.1,Bike
2026-01-02,17,Porur Station,13.038,80.1565,25,15,21.4,57.5,27.5,Bike
2026-01-02,17,OMR Station,12.9352,80.23,29,16,25.5,68.1,31.5,Bike
2026-01-02,18,Central Station,13.0827,80.2707,48,22,26.4,63.7,30.0,Bike
2026-01-02,18,Guindy Station,13.0067,80.2206,21,4,14.8,90.5,28.4,Bike
2026-01-02,18,T Nagar Station,13.0418,80.2341,42,12,27.0,80.5,32.2,Car
2026-01-02,18,Adyar Station,13.0012,80.2565,39,16,20.3,72.7,35.0,Bike
2026-01-02,18,Velachery Station,12.9815,80.218,28,25,21.9,56.6,26.8,Bike
2026-01-02,18,Anna Nagar Station,13.085,80.2101,15,27,15.1,39.4,27.6,Bike
2026-01-02,18,Egmore Station,13.0732,80.2609,21,22,19.2,45.2,29.6,Car
2026-01-02,18,Tambaram Station,12.9249,80.1,24,10,23.4,71.9,31.4,Car
2026-01-02,18,Porur Station,13.038,80.1565,9,23,23.2,27.4,32.4,Bike
2026-01-02,18,OMR Station,12.9352,80.23,52,13,22.1,80.4,24.7,Bike
2026-01-02,19,Central Station,13.0827,80.2707,42,0,22.8,99.0,24.3,Car
2026-01-02,19,Guindy Station,13.0067,80.2206,24,26,25.4,52.0,30.1,Bike
2026-01-02,19,T Nagar Station,13.0418,80.2341,24,4,23.4,79.3,21.6,Bike
2026-01-02,19,Adyar Station,13.0012,80.2565,24,2,26.0,97.7,27.8,Bike
